text,label
Она не мечтала.,1
Она стервенела?,4
Взбесись.,4
Она хлебнула!,0
Она вымотала!,4
Струхни!,3
Не изной!,4
Не разревись?,2
Не тревожься?,2
Она оплакивала?,1
Она скучала!,1
Она не никла.,0
Не травмируй?,2
Не ошеломи?,2
Не освежайся?,2
Не грусти.,0
Натерпись?,1
Удручи.,1
Она не обеспокоила!,0
Она насмехалась?,0
Она измотала.,1
Она не оплакала!,1
Она угрожала?,4
Не окрысься.,4
Надоедай!,1
Не раздразни?,2
Леденей?,2
Она развлеклась!,0
Посетуй!,1
Не умаивай!,4
Она опечаливала!,1
Она не надоедала?,2
Рассмеши?,0
Не опечаливай.,0
Трепещи.,3
Не торжествуй.,1
Интересуйся!,0
Она не злилась.,0
Она помучилась!,1
Она не возмущалась!,0
Утомись!,1
Не освежай!,1
Она не ярилась?,2
Она окрысилась.,4
Не потрясай?,2
Она колола?,2
Не нервничай?,2
Застращай.,3
Никни.,1
Она не взбодрилась!,1
Она не любила?,1
Не захандри?,2
Она не вытерпела.,4
Струси?,3
Она негодовала.,4
Она светилась!,0
Устрашай.,3
Расстраивайся?,1
Она испугалась!,3
Не светись?,2
Услаждайся?,0
Она не измочалила?,2
Она подосадовала!,1
Она обалдела!,2
Она промаялась!,1
Она расстраивала!,1
Не ошеломи!,4
Встревожься!,3
Растревоживай?,3
Она никла?,1
Она не болела!,0
Она не обрадовалась?,2
Она не струсила.,0
Не подбодрись?,1
Она восхитила.,0
Не осердись!,3
Запугай?,3
Оживи.,0
Не огорчи!,4
Она измоталась!,1
Не расстрой.,0
Она потосковала!,1
Озлобь!,4
Встряхнись?,0
Она достала.,4
Не помрачай!,0
Не сокруши!,4
Забеспокойся!,3
Встревожься.,3
Она не растревоживала!,0
Она не нервничала!,0
Она не встряхнулась.,1
Она не подавляла?,2
Удручай?,1
Она опечалила.,1
Смей!,0
Она забоялась?,3
Она не огорчила?,2
Она растревоживала?,3
Не переволнуй!,4
Не подступай?,2
Нервничай!,3
Она не процветала!,1
Она никла.,1
Не торжествуй!,1
Не взбесись!,4
Она изнервничалась.,3
Она не сокрушила?,2
Она стеснялась.,3
Не изумись?,2
Кручинься!,1
Она не преследовала?,2
Она не цвела!,1
Не подосадуй?,2
Она не сдрейфила.,0
Скисай?,1
Она не утомлялась.,0
Не ослепи!,4
Она не приободрялась!,1
Она расстраивала.,1
Она не гордилась!,1
Не обидься?,2
Она не взъярилась?,2
Мечтай.,0
Она преследовала.,3
Проклинай?,4
Гневайся!,4
Пошути.,0
Она кисла.,1
Не поверь?,2
Не умай.,0
Не разъярись?,2
Разобидься?,1
Измучься.,1
Она взвыла.,1
Она выстрадала?,1
Она не злобилась?,3
Она побаивалась!,3
Запугивай.,3
Злорадствуй!,4
Не кручинься!,0
Расцвети!,0
Измотай?,1
Не побаивайся.,0
Она злела!,4
Она не радовала!,1
Мучь.,1
Она не переживала.,0
Она пригорюнилась.,1
Она не страдала!,0
Она взъярилась.,4
Не возмущайся!,4
Заинтересуй!,0
Раздражай.,4
Она резвилась?,0
Она не вытерпела!,4
Она не пригорюнилась!,0
Балдей.,0
Презирай?,4
Она не насмехалась.,1
Глуши!,4
Она омрачила!,1
Она перетерпела?,1
Пугани?,3
Она не негодовала!,0
Она не огорчалась?,2
Переживай!,3
Плавай?,2
Она наслаждалась!,0
Она не заинтересовала?,2
Она не пригорюнилась?,2
Она не обрадовалась!,1
Она гнела?,1
Огорчай!,1
Надейся!,0
Не ужасайся!,0
Угрюмей!,1
Она озлилась?,4
Разревись!,1
Она расстроилась.,1
Она не пуганула!,0
Не встряхивайся?,2
Не умайся.,4
Она не оживила.,1
Она недолюбливала.,4
Не озлобляйся.,0
Она не убила!,0
Она не встряхивалась?,2
Не раздосадуйся?,2
Она взбодрилась.,0
Перетерпи?,1
Она погоревала!,1
Не измотай!,4
Она шантажировала?,2
Она не ненавидела?,2
Она не воодушевилась.,1
Она раздражалась?,4
Она обрадовала!,0
Не мечтай.,1
Дрожи.,3
Она не расцветала.,1
Интересуйся?,0
Она прискучивала?,1
Не глуши!,4
Она не разозлила?,2
Она не раздавила!,2
Не привязывайся?,2
Пугани!,3
Не позлорадствуй!,4
Раздосадуй?,1
Не загрусти?,2
Она не развлекла!,1
Она не разгневала?,2
Улыбайся.,0
Тревожься!,3
Не истоскуйся.,0
Не прогневай!,3
Кисни.,1
Захандри.,1
Она взволновала?,3
Она не раздражалась.,0
Она не утомляла?,2
Стесняйся?,3
Она не раздражалась?,2
Она не ликовала!,4
Не понервничай.,0
Она освежилась.,0
Она не изумлялась!,1
Унывай.,1
Не огорчайся.,0
Не озлобься!,0
Не изнывай.,0
Негодуй!,4
Пугни.,3
Ярись?,4
Устрашайся!,3
Не изумись.,1
Не повреди!,4
Она дивилась?,2
Она поволновалась?,3
Захватывай.,0
Она не поникла.,0
Она не бесила!,0
Скисни.,1
Осерчай!,4
Не повеселей.,1
Она разгневалась.,4
Она пуганула.,3
Скисни?,1
Тяготи?,1
Не намыкайся?,2
Спугивай.,3
Она не изнервничалась?,2
Она устрашила.,3
Она ненавидела!,4
Она не переволновалась!,0
Она разгневалась!,4
Она развеселила!,0
Не ослепи?,2
Она упилась!,0
Хихикай?,0
Восторгай.,0
Не возмутись!,4
Она не взвыла?,2
Проклинай!,4
Она не поразилась!,2
Не опостылей?,2
Она намучилась!,1
Не пой!,4
Не сожалей.,0
Она печалила?,1
Дрожи?,3
Она не угрюмела!,0
Она остолбенела.,3
Она не разъярила?,2
Интересуйся.,0
Тревожь.,3
Она не разобиделась?,2
Она не извелась.,0
Насыщайся!,0
Не измотайся?,2
Она хихикала?,0
Она не мучилась.,0
Она умаялась!,1
Просияй?,0
Разнервничайся?,3
Прогневай.,4
Она напугала.,3
Она посмеялась?,0
Она взволновалась.,3
Она прогневала!,4
Надивись!,2
Исстрадайся.,1
Она не расстроила.,0
Она поражала.,2
Она не загоревала.,0
Утомись.,1
Она не достала!,0
Она взбесила.,4
Не возликуй.,1
Она смущалась?,3
Не загорюй.,0
Она плакала!,1
Восхити.,0
Она не рассердилась?,3
Не помрачай.,0
Возненавидь!,4
Она возрыдала?,1
Не восторгай!,1
Развлекись?,0
Она не хлебнула?,2
Она извелась!,1
Убойся!,3
Она не обрадовала!,1
Не переволнуй?,2
Не изводись!,0
Не смущай?,2
Она не скорбела!,0
Она не разгневала.,0
Она опечалила?,1
Она не восхитилась?,2
Возвеселись!,0
Не преследуй?,2
Не поднимай!,4
Она восхитилась.,0
Она разобиделась!,1
Она подивилась.,2
Не посетуй.,0
Она взгрустнула.,1
Она огорчила?,1
Она не тушевалась?,2
Не огорчи.,0
Она не вспылила.,0
Она не потрясала!,1
Она не огорчилась!,0
Она опьянела?,2
Побойся!,3
Не ярись.,3
Она не освежала?,2
Рассвирепей.,4
Она страшила!,3
Не омрачай?,2
Она осердилась?,4
Она не негодовала?,3
Она балдела.,0
Она травмировала?,4
Она заледенела!,2
Соси.,4
Не озлобь!,3
Страшись?,3
Она не окрылила!,1
Она доставала?,2
Она не возрадовалась!,2
Она ослепила?,0
Она не закручинилась?,2
Она не устыдилась.,0
Разгневай.,4
Она вытерпела.,1
Она не содрогалась!,0
Ледени!,4
Она удивилась!,2
Она натерпелась.,1
Не встряхнись.,1
Расцвети?,0
Она пугнула.,3
Не волнуй.,4
Прогневайся?,4
Она не свирепела?,2
Она не скисала?,2
Опечаль?,1
Она обалдевала?,2
Она не соскучилась!,1
Она сожалела?,1
Тушуйся?,3
Не изведись.,0
Она не намучилась?,2
Она заволновалась.,3
Она блаженствовала!,0
Труси?,3
Не злись!,3
Она не сникала?,2
Не беспокойся?,2
Не покайся.,0
Спугивай!,3
Исстрадайся?,1
Она не забеспокоилась?,2
Она замучивалась?,1
Она не прискучила!,0
Она не рассерчала.,0
Томись?,1
Она пугалась.,3
Она сломилась!,0
Она взгрустнула!,1
Не кручинься.,0
Она не захватывала!,1
Она удручила.,1
Не приободряйся.,1
Она не жалела.,0
Она поплакала.,1
Она улыбнулась.,0
Не резвись.,1
Раздосадуй!,1
Озлобь.,4
Она не обмирала?,2
Вымотай!,1
Она не осточертела?,4
Помрачи?,1
Торжествуй!,0
Не озлобься?,2
Она не гневила?,2
Она повеселилась?,0
Не упейся!,4
Перепугайся?,3
Утомляйся?,1
Изнемогай?,1
Она не сникла?,2
Она не печалила!,0
Она не окрысилась?,2
Возмутись.,4
Восхитись.,0
Она восторгалась?,0
Озлобься!,4
Изуми.,2
Не порадуйся.,1
Не раздразнивай?,2
Она сохла.,1
Потоскуй.,1
Не угнетай.,3
Она не растревоживала?,2
Она обмерла!,3
Радуй.,0
Она не приуныла?,2
Повеселей!,0
Не сникай?,2
Блаженствуй!,0
Она не тужила!,0
Не прослезись.,0
Не гневайся?,2
Она удивлялась.,2
Умаивай?,1
Она не угрожала?,2
Она не помрачила?,2
Загрусти?,1
Взволнуйся?,3
Не насмехайся?,2
Посмеивайся!,0
Она рассмешила!,0
Утомляй?,1
Она стеснялась!,3
Кисни?,1
Не сломись!,0
Негодуй?,4
Струхни?,3
Она удивляла?,2
Она не обмерла?,2
Не закручинься?,2
Она не ошеломила?,2
Она позлорадствовала.,4
Она не извелась?,2
Не веселись.,1
Она изнурила!,4
Кручинься.,1
Она не смущалась?,2
Она не леденела?,2
Она не смела!,4
Она сникала?,1
Вымотай.,1
Она не цвела?,2
Она не упивалась!,0
Не разобидься!,4
Она не повредила!,0
Она не осердилась!,0
Она не стращала!,0
Не оплачь?,2
Напугайся!,3
Она не восхитила?,2
Она не посетовала?,2
Она стращала?,3
Она опостылела?,1
Она не расстроила?,2
Она не серчала.,0
Она поражалась!,2
Печалься!,1
Не помрачайся!,0
Она упивалась!,0
Фыркай!,4
Она раздразнивала.,0
Она не жгла.,1
Развлекай.,0
Она не взбесила!,0
Она стыдилась?,3
Не резвись?,1
Она забоялась!,3
Разозлись?,4
Не сердись!,3
Не горюй!,0
Она не удовлетворялась?,1
Она заскучала?,1
Она разревелась!,1
Обрадуй.,0
Она не осердилась.,0
Она отчаялась.,1
Не восхити.,1
Она рассмешила?,0
Она позабавилась.,0
Отпугивай!,3
Она загоревала?,1
Она помрачилась?,1
Не освежайся!,1
Она не сокрушалась.,0
Не пугайся!,0
Не недоумевай!,4
Не огорчай?,2
Не доставай?,2
Болей!,4
Она перетревожила.,3
Не подиви?,2
Не опасайся!,0
Не вспыли!,4
Она не хандрила!,0
Она перетревожила?,3
Она покаялась.,1
Она истерзалась?,1
Бойся?,3
Она раздосадовала!,1
Она не изумилась!,2
Она радовалась!,0
Она струхнула.,3
Порадуй?,0
Взбеси!,4
Не скорби?,2
Она не скисала!,0
Дуйся.,1
Она наскучивала?,2
Не возмути!,4
Она радовалась.,0
Пугни?,3
Она не омрачалась.,0
Она ободрялась!,0
Паникуй.,3
Не недолюбливай.,0
Она не дулась?,2
Повреди.,4
Она возвеселилась?,0
Она не встряхнулась!,1
Не уважай.,4
Не блаженствуй?,1
Не закручинься!,0
Разгневайся!,4
Переверни?,2
Она не отчаялась!,0
Она восторгала?,0
Беспокой!,3
Обмирай.,3
Не испугайся?,2
Не стесняйся!,0
Она развеселилась?,0
Не развлекай.,1
Не посмейся.,1
Она обозлилась?,4
Она не насмехалась!,1
Она позабавилась!,0
Она не развлеклась.,1
Она не дрожала?,2
Она сникала!,1
Не изнури?,2
Досадуй?,1
Не измайся?,2
Изводись!,1
Она презирала.,4
Встряхивайся?,0
Гневи?,4
Не развесели?,1
Скучай?,1
Не опечаливай!,0
Удручи!,1
Она расцветала!,0
Она переутомила.,1
Не угрожай!,4
Ужасай.,3
Не освежись.,1
Она не надоела!,0
Не возмущай!,4
Она подавляла?,4
Не устыдись?,2
Не расстройся.,0
Не досадуй.,0
Она не надоедала!,0
Она не подосадовала.,0
Она не растревоживала.,0
Замучься!,1
Она сторонилась?,2
Она ошеломила.,2
Она не умаялась.,0
Она не взволновала?,2
Она не омрачалась?,2
Не выстрадай!,0
Не смущай!,4
Озлобь?,4
Она не напугалась!,1
Она не перетерпела!,4
Не вымотай!,4
Взбадривайся!,0
Ненавидь.,4
Не скорби!,0
Она истерзалась!,1
Не струхни!,0
Удивляйся.,2
Не обрадуйся!,1
Проплачь.,1
Она развеселила?,0
Не обмирай!,4
Она не тревожила!,0
Ликуй?,0
Не измочаль?,2
Перепугай!,3
Угнетай!,1
Приунывай.,1
Воодушевись?,0
Не удовлетворяйся?,1
Она не посмеялась?,2
Разъярись.,4
Не понервничай?,2
Она не тревожилась!,0
Она смеялась?,0
Она не расцвела?,2
Не окрыли?,1
Взбодрись.,0
Она не раздражила?,2
Она взвыла!,1
Она возрыдала!,1
Осердись!,4
Не тужи!,0
Она давила?,4
Она удивилась.,2
Она не повеселилась?,2
Презирай.,4
Она ужаснула!,3
Страшись.,3
Не застращай!,4
Не тревожь!,4
Она стыдилась!,3
Она не скорбела?,2
Омрачай!,1
Она не горевала?,2
Не расцветай.,1
Она волновала.,3
Не резвись!,4
Ярись!,4
Печаль!,1
Не разозли?,2
Не злобствуй.,4
Она не встряхивалась.,1
Она плакала.,1
Не взбеси?,2
Не обеспокойся?,2
Она огорчилась!,1
Заинтересуй?,0
Не осточертей?,2
Не освежайся.,1
Стращай!,3
Обалдевай?,2
Забойся.,3
Не серчай?,2
Она не раздразнила!,0
Не подступай.,4
Она возненавидела.,4
Улыбнись?,0
Она не рассердила!,0
Не разозлись?,2
Она не заволновалась!,0
Напугай.,3
Переутомляй?,1
Не волнуй?,2
Вспыли.,4
Не смей?,2
Не понервничай!,0
Не конфузься!,0
Намыкайся!,4
Она умаивала?,1
Не взбеленись?,2
Она не истосковалась.,0
Она не смеялась.,1
Она ободрилась?,0
Не наскучивай?,2
Она изумилась.,2
Не проклинай!,3
Она возмутила.,4
Развлекай?,0
Пугни!,4
Она не обалдела?,4
Не злись.,3
Не восхитись!,1
Она изматывалась!,1
Помрачись!,1
Она не взгрустнула?,2
Повреди?,4
Она не тяготила.,0
Она не поволновалась?,2
Не развлекай?,1
Она не дрейфила?,2
Тужи.,1
Насладись!,0
Она не умаивала?,2
Омрачайся.,1
Она не сломила.,0
Она не блаженствовала!,1
Она посмеялась!,0
Осточертей?,1
Не наслаждайся!,1
Не удивляй!,0
Она льстила?,0
Омрачи.,1
Она не нервировала?,2
Развлеки.,0
Не изнуряй!,4
Не подосадуй.,0
Не пугни?,2
Измайся?,1
Она угнетала?,1
Не утомись!,0
Устрашай!,3
Не дави?,2
Она застращала.,3
Она давила.,4
Убей.,4
Не взорвись?,2
Она не затосковала.,0
Не убойся!,0
Не мучься!,0
Натерпись!,1
Она перепугалась!,3
Она не огорчилась?,2
Не раздави!,4
Расстраивай!,1
Не умайся!,4
Она веселила!,0
Рань?,1
Она не утомляла!,0
Не рань.,1
Удовлетворись.,0
Она не упивалась.,1
Она намучилась?,1
Не измочаль!,4
Она насладилась!,0
Она встревожила!,3
Не страдай.,0
Не сконфузься!,4
Не остолбеней!,4
Не намыкайся!,4
Она не грустила.,0
Она не встревожилась.,0
Она оплакивала!,1
Угрожай!,4
Она кисла?,4
Она струсила!,3
Она не разочаровалась!,0
Она не возмущала.,0
Она не оплакала?,2
Она не светилась?,2
Она опечалилась.,1
Она рассердила.,4
Она встряхивалась.,0
Она не истомилась.,0
Не запугивай?,2
Она не изнурила.,0
Она раздразнила!,4
Она погрустнела!,1
Остолбеней?,3
Она перепугалась?,3
Она подосадовала.,1
Не сломись?,2
Она не хватила.,1
Она не тяготила!,0
Огорчи!,1
Она леденила!,4
Не оплачь!,0
Она не стращала?,2
Угрожай.,4
Не скучай.,0
Тужи?,1
Рассмеши!,0
Цвети!,0
Не изнывай?,2
Она не сожалела?,2
Она взволновалась!,3
Она не убоялась!,0
Она не утомила.,0
Она наскучила.,1
Опечаливай!,1
Она окрылилась.,0
Не прогневайся.,3
Она не изводилась?,2
Она не умаялась!,0
Удручи?,1
Она надоела.,4
Она серчала?,4
Она не бесила.,0
Она не взволновалась?,2
Не спугивай?,2
Она помрачилась!,1
Не затрави?,2
Она не рыдала?,2
Не любуйся!,4
Недолюбливай.,1
Она раздражала!,4
Она опечалилась!,1
Она не сокрушалась?,2
Она не трусила!,0
Не изматывайся?,2
Она нервничала.,3
Она не погрустила.,0
Она не тужила.,0
Она истосковалась.,1
Она не жалела?,2
Она не уважала.,4
Она насыщалась?,0
Она не подступала!,4
Она скорбела?,1
Загрусти.,1
Она забеспокоилась.,3
Не подбодрись.,1
Раздражайся?,4
Она плакала?,1
Она беспокоила!,3
Она исстрадалась.,1
Не напугай?,2
Не поразись?,2
Она огорчилась?,1
Не взорви!,4
Она не воскрешала?,2
Она поощряла.,0
Прогневайся!,4
Намучься!,1
Она печалилась!,1
Она повредила!,4
Не удовлетворись!,1
Не раздражись?,2
Леденей.,3
Не опечалься.,0
Не истоскуйся?,2
Помучься.,1
Она обеспокоилась?,3
Она побоялась?,3
Не выматывай!,4
Изумляйся!,2
Она не измочаливала?,2
Стращай.,3
Она рассерчала!,4
Опечалься.,1
Ободряйся?,0
Взволнуйся!,3
Устрашись?,3
Она ранила!,4
Не ликуй?,2
Она не сердила!,0
Она не взбадривалась.,1
Упейся.,4
Она любовалась!,0
Она удручала!,1
Она не воскрешала!,1
Не затоскуй.,0
Она обеспокоила?,3
Хандри.,1
Смейся!,0
Она не сердилась!,0
Не изматывай!,4
Она не рассмеялась?,2
Она раздразнила.,0
Поднимай?,2
Она не опечаливала?,2
Она любила!,0
Она изумлялась?,2
Вдохновляйся?,0
Она выстрадала!,1
Обожай!,0
Она не заинтересовала.,1
Она не болела.,0
Подружись.,0
Не тужи?,2
Закручинься.,1
Она не давила!,0
Не подивись!,4
Насыщайся?,0
Не приуной.,0
Она измочаливала.,1
Вспыли?,4
Она не намучилась.,0
Не огорчайся!,0
Не возвеселись!,1
Не окрылись?,2
Она не недоумевала.,0
Она осерчала.,4
Не посетуй!,4
Не пугайся?,2
Понервничай!,3
Посетуй?,1
Содрогайся?,3
Она не наскучила?,2
Не развлекайся.,1
Не отчаивайся?,2
Резвись.,0
Люби!,0
Взбадривайся?,0
Изнывай?,1
Упивайся!,4
Она не гневалась.,0
Расстрой!,1
Она взбодрилась?,0
Она не презирала?,2
Она озлила.,4
Она убивала!,4
Не преследуй.,4
Захандри!,1
Она радовала.,0
Она не надулась.,0
Устрашись.,3
Она смутилась!,3
Она не разозлила.,0
Взволнуйся.,3
Сникай!,1
Она загоревала!,1
Не гордись.,1
Она не освежилась!,1
Развлекай!,0
Она не обиделась.,0
Она паниковала.,3
Дрейфи!,3
Не устрашай?,2
Дуйся!,1
Не утомись?,2
Она трусила?,3
Она раздражилась.,4
Озли!,4
Не никни?,2
Не изматывай.,0
Не окрылись.,1
Не наслаждайся.,1
Не устраши.,0
Она перепугала.,3
Потрясай.,2
Не вознегодуй.,3
Она не тряслась?,2
Она упилась?,2
Приуной.,1
Она маялась?,1
Погневайся!,4
Она не услаждалась!,1
Не взволнуйся!,0
Не рассмеши!,1
Восхити?,0
Она понервничала!,3
Весели.,0
Она не осердилась?,2
Вытерпи.,1
Она не погрустнела?,2
Не мучься.,0
Она расцвела!,0
Она досадовала?,1
Взгрустни!,1
Возликуй.,0
Не пугайся.,0
Раздражайся!,4
Заскучай.,1
Не гордись!,4
Она не наслаждалась?,2
Она не возликовала!,1
Зли!,4
Она не нервировала.,0
Не осознавай!,4
Не раздразнивай.,4
Она не изводилась!,0
Нервируй.,3
Она не умаялась?,2
Она не погрустнела.,0
Перетерпи.,0
Она не досадовала!,0
Она не наслаждалась.,1
Не надивись?,2
Она предвкушала!,0
Она не потрясла?,2
Не ободряйся.,1
Она не разозлилась!,0
Не весели!,1
Горюй!,1
Не устраши!,4
Не опупей!,4
Она убивалась?,2
Не плавай?,2
Не терзайся?,2
Она восхищала.,0
Омрачись!,1
Не терпи!,0
Предвкушай!,0
Она не радовалась!,1
Она не смутилась!,0
Она возрыдала.,1
Она измоталась?,2
Подивись.,2
Обеспокой.,3
Не сокрушайся?,2
Она не измаялась.,0
Она подивила!,2
Она не помрачалась!,0
Не дави!,4
Не удовольствуйся!,1
Не обозли?,2
Она развлекала!,0
Не доставай.,4
Она не развлекала!,1
Не доставай!,4
Она не обижалась?,2
Она опостылела!,1
Она не приуныла.,0
Она обалдевала!,2
Обеспокой!,3
Недоумевай?,2
Не сожалей?,2
Она не перетерпела.,4
Она домучилась.,1
Она не перетрусила?,2
Взбелени!,4
Она нарадовалась!,0
Оплачь!,1
Не изнервничайся!,4
Она не опечалила!,0
Разволнуй!,3
Не люби!,1
Она не перепугалась?,2
Не расстраивай!,4
Она застращала?,3
Она не мечтала!,1
Истомись.,1
Она не убивала?,2
Не раздражи!,4
Она кручинилась?,1
Она не развлекалась.,1
Загрусти!,1
Взгрустни?,1
Свирепей.,4
Удовольствуйся!,0
Не обозли.,3
Она не понервничала!,0
Она перенервничала!,3
Она восхитила!,0
Она ободрялась?,0
Не страши?,2
Потряси?,2
Она угрюмела!,1
Не озлобляйся!,4
Не опупей?,2
Не надейся!,4
Оплачь.,1
Она не взорвала?,2
Она посетовала.,1
Она не воспрянула!,1
Не поволнуйся!,0
Удовлетворись?,0
Она не воскресла?,2
Не осознавай?,2
Ярись.,4
Она заскучала.,1
Не сдрейфи.,0
Она не презирала.,0
Она не мучила.,0
Приуной?,1
Она надоедала.,1
Рассерчай?,4
Она утомила.,1
Она смутилась?,3
Она не достала?,2
Она не злилась!,0
Она не изнуряла!,0
Дивись.,2
Она не стеснялась!,0
Она не озлилась!,0
Свирепей?,4
Не спугивай!,4
Диви.,2
Не изумляй?,2
Она убила!,4
Она не развлеклась!,1
Пугайся!,3
Она угрожала!,3
Она не ужасала.,0
Она не обозлила?,2
Раздразнивай!,0
Порази.,2
Не леденей!,4
Она не пугалась!,0
Запугай.,3
Не воскресай?,2
Не обидься!,4
Она пугала?,3
Она рассмеялась.,0
Она не отпугивала!,0
Она расстроилась?,1
Она бесилась.,4
Смутись?,2
Она не страшила.,0
Взволнуй?,3
Она не взволновалась!,0
Она ужасала!,3
Не перетерпи?,2
Она не проплакала?,2
Не сникни?,2
Не содрогайся?,2
Не просияй.,1
Удовольствуйся.,0
Она ободрилась.,0
Она не страшилась!,0
Она измочалила?,2
Пугайся.,3
Обидься.,1
Она переутомила?,2
Она беспокоилась?,3
Не беспокой!,4
Она не волновалась?,2
Майся!,1
Она злилась!,4
Она томилась?,1
Она не поражала!,4
Не отпугивай?,2
Она скисала!,1
Не упейся.,4
Она не перепугала?,2
Не взъярись?,2
Она не расстраивала!,0
Не заволнуйся!,0
Она оживила.,0
Она не устрашалась?,0
Не заволнуйся?,2
Она хмурилась?,1
Прискучь.,1
Не беспокойся.,0
Она не восхитила!,1
Гордись!,0
Не расцветай!,1
Печалься?,1
Затрави!,4
Она волновала!,3
Она жалела?,1
Она не восторгалась.,1
Она не волновала.,1
Она опупела!,2
Она обрадовалась?,0
Она не ужасала?,2
Не сохни?,2
Она освежала?,0
Она не подивила?,2
Она рассмешила.,0
Не зли.,4
Она не страшила!,0
Не сокрушайся!,0
Растревожь.,3
Освежайся?,0
Она замучилась!,1
Она не отчаялась?,0
Не истомись?,2
Перепугайся.,3
Устраши?,3
Она не изумляла?,2
Сторонись!,4
Не омрачись.,0
Она не вдохновлялась!,1
Она потрясала!,2
Она не смущала!,0
Не хвати?,2
Потрясай?,2
Она не злела.,0
Не домучься?,2
Она не поразилась.,1
Не дрейфи!,0
Взбеси?,4
Томись!,1
Не блаженствуй!,1
Она улыбалась?,0
Она не раздражала?,2
Она помрачила!,1
Не поощряй!,4
Раздосадуйся!,1
Она не плакала!,0
Она подружилась?,0
Серди?,4
Рассердись!,4
Обрадуйся?,0
Она не позабавилась!,1
Она не подшучивала?,2
Сломи?,4
Не убивай.,3
Она спугивала.,3
Она рыдала?,1
Не потоскуй.,0
Она не удручала.,0
Подави?,2
Прискучь?,1
Она не томилась!,0
Она не восторгала.,1
Не обмирай.,0
Погневайся?,4
Огорчись!,1
Не запугай!,4
Она услаждалась?,0
Она поразилась?,2
Не озлись?,2
Не подави?,2
Она не устрашилась!,0
Она не маялась!,0
Затрави.,4
Не изной.,0
Обижайся?,1
Убивай!,4
Она не утомлялась!,0
Она переволновала!,3
Она беспокоилась.,3
Она трепетала?,3
Огорчись?,1
Вознегодуй.,4
Тушуйся!,3
Она надоела?,1
Разволнуй?,3
Она не любила!,1
Фыркай.,4
Она свирепела!,4
Не обожай.,1
Она не проплакала!,0
Она не печалила?,2
Не обмирай?,2
Не восхищайся!,1
Она возликовала?,0
Не взъярись!,4
Окрысься!,4
Она ужасалась?,3
Переживай?,3
Она убивалась!,1
Она изумляла?,2
Не возмути?,2
Она раздавила?,2
Не запугивай.,4
Не умайся?,2
Она не рассерчала?,3
Восторгайся?,0
Она ненавидела?,4
Она стращала!,3
Позлись.,4
Она не ободрилась!,1
Она напугалась.,3
Она окрылилась?,0
Не порадуй.,1
Она не подосадовала?,2
Не разъяри?,2
Шантажируй?,2
Не возненавидь?,2
Она бесила?,4
Хандри?,1
Она не улыбнулась?,1
Встревожься?,3
Подбодрись!,0
Блаженствуй?,0
Она восхищалась.,0
Позли?,4
Она не удручила!,0
Она не надеялась.,1
Не захандри.,0
Она достала?,2
Она забеспокоилась!,3
Развеселись.,0
Она расстраивала?,1
Беспокой?,3
Она унывала!,1
Возликуй?,0
Она встревожилась!,3
Не позлись?,2
Хлебни?,2
Она восхитила?,0
Она не взбесила?,2
Она не вспылила!,0
Она обрадовалась.,0
Она не улыбалась!,1
Подивись!,2
Она насытилась?,2
Она не остолбенела?,2
Она недоумевала.,4
Перенервничай.,3
Она изумилась?,2
Не преследуй!,4
Она понравилась.,0
Она посетовала!,1
Она не разгневалась?,2
Она воодушевилась!,0
Она не веселилась!,1
Не насмехайся!,1
Она извелась.,1
Изнемоги.,1
Она пьянела!,4
Поверь!,4
Терпи?,2
Она не радовала.,1
Она не изумилась?,2
Невзлюби!,4
Она убивалась.,1
Она не обозлилась!,0
Не озлобляй?,2
Она удивляла.,2
Она не просияла?,1
Не трясись!,4
Озлобляйся?,4
Она обижалась?,1
Восхищайся!,0
Скорби.,1
Она разъярила!,4
Упивайся?,2
Не позлись!,4
Не фыркай.,4
Заволнуйся!,3
Она не измочаливала!,4
Замучься.,1
Не обалдевай?,2
Не измайся!,0
Она побаивалась.,3
Она угрожала.,4
Истоскуйся!,1
Она не ненавидела!,0
Она не позлила!,0
Она не приободрилась?,3
Она не помучилась!,0
Не разгневай!,3
Она не перетрусила.,0
Смей?,2
Она радовала!,0
Не рассмейся.,1
Не побаивайся?,2
Не взбадривайся!,1
Нервничай?,3
Не посмейся!,1
Стыдись?,3
Оплакивай!,1
Она не захандрила?,2
Она заинтересовала.,0
Переболей!,1
Она побоялась!,3
Не обозлись?,2
Стервеней!,4
Улыбнись!,0
Она содрогалась!,3
Смущай?,3
Осточертей!,4
Не дуйся.,0
Она удивляла!,2
Жги!,0
Она не казнилась!,4
Она повредила.,4
Доставай?,2
Она не изнервничалась!,4
Она потрясла!,2
Не тоскуй?,2
Она не расстроилась.,0
Она взбеленила!,4
Она озлобила!,4
Наскучь!,1
Покайся.,4
Она изныла.,1
Не подосадуй!,0
Освещай.,0
Она подавила!,4
Торжествуй?,0
Она не поражалась.,1
Она не печалилась?,2
Вознегодуй?,4
Не весели?,1
Потоскуй!,1
Не убивайся.,0
Она не возненавидела.,0
Она не обозлилась?,2
Омрачайся!,1
Не поникни?,2
Она не омрачала!,0
Не потрясай!,4
Не сердись?,2
Взбеси.,4
Не омрачайся?,2
Поплачь!,1
Не скисни.,0
Она не погрустила!,0
Она кисла!,1
Она не огорчалась!,0
Она не улыбнулась.,1
Не злобься.,0
Она затравила.,4
Она не недоумевала!,2
